source,pt_PT
Add to this activity by mailing to {0},Adicione a esta atividade enviando um Email para {0}
Add {0},Adicionar {0}
Add/Update Filter,Adicionar/atualizar filtro
Added,Adicionado
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","Adicionado HTML na seção &lt;head&gt; seção da página da web, usada principalmente para verificação de sites e SEO"
Added default log doctypes: {},Foram adicionados documentos de registro padrão: {}
Added {0} ({1}),Adicionado {0} ({1})
Address,Endereço
Address And Contacts,Endereço e contatos
Address Line 1,Endereço Linha 1
Address Line 2,Linha de endereço 2
Address Template,Modelo de endereço
Address Title is mandatory.,O título do endereço é obrigatório.
Address Type,Tipo de endereço
Addresses,Endereços
Addresses And Contacts,Endereços e contatos
Addresses added here will be used as the Reply-To header for outgoing emails sent from this account.,Os endereços adicionados aqui serão usados ​​como cabeçalho Responder para Emails enviados desta conta.
"Adds a clear (√ó) button to Link fields, allowing users to quickly remove the selected value.","Adiciona um botão limpar (√ó) aos campos de link, permitindo que os usuários removam rapidamente o valor selecionado."
Adds a custom client script to a DocType,Adiciona um script de cliente personalizado a um DocType
Adds a custom field to a DocType,Adiciona um campo personalizado a um DocType
Administration,Administração
Administrator,Administrador
Administrator Logged In,Administrador conectado
Administrator accessed {0} on {1} via IP Address {2}.,O administrador acessou {0} em {1} através do endereço IP {2}.
Administrator can't follow,O administrador não consegue seguir
Advanced,Avançado
Advanced Control,Controle Avançado
Advanced Search,Pesquisa Avançada
After,Depois
After Discard,Depois de descartar
Aggregate Field is required to create a number card,O campo agregado é obrigatório para criar um cartão numérico
Aggregate Function field is required to create a dashboard chart,O campo Função agregada é obrigatório para criar um gráfico de painel
Alias must be a string,O alias deve ser uma string
Align Value,Alinhar valor
Alignment,Alinhamento
All,Todos
All Day,O dia todo
All Images attached to Website Slideshow should be public,Todas as imagens anexadas à apresentação de slides do site devem ser públicas
All Records,Todos os registros
All Results,Todos os resultados
All Submissions,Todos os envios
All customizations will be removed. Please confirm.,Todas as personalizações serão removidas. Por favor confirme.
All fields are necessary to submit the comment.,Todos os campos são necessários para enviar o comentário.
All-uppercase is almost as easy to guess as all-lowercase.,Todas as letras maiúsculas são quase tão fáceis de adivinhar quanto todas as letras minúsculas.
Allow,Permitir
Allow API Indexing Access,Permitir acesso à indexação de API
Allow Bulk Editing,Permitir edição em massa
Allow Clearing Link Fields,Permitir limpeza de campos de link
Allow Google Calendar Access,Permitir acesso ao Google Agenda
Allow Google Contacts Access,Permitir acesso aos Contatos do Google
Allow Guests to Upload Files,Permitir que convidados façam upload de arquivos
Allow Import (via Data Import Tool),Permitir importação (por meio da ferramenta de importação de dados)
Allow Login After Fail,Permitir login após falha
Allow Login using Mobile Number,Permitir login usando número de celular
Allow Print for Draft,Permitir impressão para rascunho
Allow Sending Usage Data for Improving Applications,Permitir o envio de dados de uso para melhorar aplicativos
Allow comments,Permitir comentários
Allow delete,Permitir exclusão
Allow document creation via Email,Permitir criação de documentos via Email
Allow editing after submit,Permitir edição após envio
Allow editing even if the doctype has a workflow set up.||||||Does nothing if a workflow isn't set up.,Permitir edição mesmo que o tipo de documento tenha um fluxo de trabalho configurado.||||||Não faz nada se um fluxo de trabalho não estiver configurado.
Allow incomplete forms,Permitir formulários incompletos
Allow multiple responses,Permitir múltiplas respostas
Allow page break inside tables,Permitir quebra de página dentro de tabelas
Allow print,Permitir impressão
Allow sending usage data for improving applications,Permitir o envio de dados de uso para melhoria de aplicativos
Allow user to login only after this hour (0-24),Permitir que o usuário faça login somente após este horário (0-24)
Allow user to login only before this hour (0-24),Permitir que o usuário faça login somente antes deste horário (0-24)
"Allow users to log in without a password, using a login link sent to their email","Permitir que os usuários façam login sem senha, usando um link de login enviado para seu Email"
Allowed File Extensions,Extensões de arquivo permitidas
Allowed Modules,Módulos permitidos
Allowed Public Client Origins,Origens de clientes públicos permitidas
Allowed Roles,Funções permitidas
Allowed embedding domains,Domínios de incorporação permitidos
"Allowing DocType, DocType. Be careful!","Permitindo DocType, DocType. Tome cuidado!"
"Allows clients to fetch metadata from the <code>/.well-known/oauth-authorization-server</code> endpoint. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc8414"">RFC8414</a>","Permite que os clientes busquem metadados do endpoint <code>/.well-known/oauth-authorization-server</code>. Referência: <a href=""https://datatracker.ietf.org/doc/html/rfc8414"">RFC8414</a>"
"Allows clients to fetch metadata from the <code>/.well-known/oauth-protected-resource</code> endpoint. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc9728#name-protected-resource-metadata"">RFC9728</a>","Permite que os clientes busquem metadados do endpoint <code>/.well-known/oauth-protected-resource</code>. Referência: <a href=""https://datatracker.ietf.org/doc/html/rfc9728#name-protected-resource-metadata"">RFC9728</a>"
"Allows clients to register themselves without manual intervention. Registration creates a <b>OAuth Client</b> entry. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc7591"">RFC7591</a>","Permite que os clientes se registrem sem intervenção manual. O registro cria uma entrada de <b>Cliente OAuth</b>. Referência: <a href=""https://datatracker.ietf.org/doc/html/rfc7591"">RFC7591</a>"
Allows clients to view this as an Authorization Server when querying the <code>/.well-known/oauth-protected-resource</code> end point.,Permite que os clientes vejam isso como um servidor de autorização ao consultar o ponto final <code>/.well-known/oauth-protected-resource</code>.
Allows enabled Social Login Key Base URL to be shown as authorization server.,Permite que o URL base da chave de login social habilitado seja mostrado como servidor de autorização.
Allows printing or PDF download of documents.,Permite impressão ou download de documentos em PDF.
Allows sharing document access with other users.,Permite compartilhar o acesso aos documentos com outros usuários.
Allows skipping authorization if a user has active tokens.,Permite ignorar a autorização se um usuário tiver tokens ativos.
Allows the user to access reports related to the document.,Permite ao usuário acessar relatórios relacionados ao documento.
Allows the user to create new documents.,Permite ao usuário criar novos documentos.
Allows the user to delete documents.,Permite ao usuário excluir documentos.
Allows the user to edit existing records they have access to.,Permite ao usuário editar registros existentes aos quais tem acesso.
Allows the user to email from the document.,Permite que o usuário envie Email a partir do documento.
Allows the user to export data from the Report view.,Permite ao usuário exportar dados da visualização Relatório.
Allows the user to search and see records.,Permite ao usuário pesquisar e ver registros.
Allows the user to use Data Import tool to create / update records.,Permite ao usuário utilizar a ferramenta Importação de Dados para criar/atualizar registros.
Allows the user to view the document.,Permite ao usuário visualizar o documento.
Allows users to enable the mask property for any field of the respective doctype.,Permite que os usuários habilitem a propriedade máscara para qualquer campo do respectivo tipo de documento.
Already Registered,Já registrado
Already amended as {0},Já alterado como {0}
Already in the following Users ToDo list:{0},Já está na seguinte lista de tarefas pendentes dos usuários:{0}
Also adding the dependent currency field {0},Adicionando também o campo de moeda dependente {0}
Also adding the status dependency field {0},Adicionando também o campo de dependência de status {0}
Alternative Email ID,ID de Email alternativo
Always,Sempre
Always BCC Address,Sempre endereço CCO
Always use this email address as sender address,Sempre use este endereço de Email como endereço do remetente
Always use this name as sender name,Sempre use este nome como nome do remetente
Amend Counter,Alterar contador
Amended Document Naming Settings,Configurações alteradas de nomenclatura de documentos
Amended Documents,Documentos Alterados
Amended From,Alterado de
Amending,Alterando
Amendment Naming Override,Substituição de nomenclatura de alteração
Amendment Not Allowed,Emenda não permitida
Amendment naming rules updated.,Regras de nomenclatura de alterações atualizadas.
An error occurred while setting Session Defaults,Ocorreu um erro ao definir os padrões de sessão
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Um arquivo de ícone com extensão .ico. Deve ter 16 x 16 pixels. Gerado usando um gerador de favicon. [favicon-generator.org]
An unexpected error occurred while authorizing {}.,Ocorreu um erro inesperado ao autorizar {}.
Ancestors Of,Ancestrais de
Announcement Widget,Widget de anúncio
Announcements,Anúncios
Annual,Anual
Anonymization Matrix,Matriz de Anonimização
Anonymous responses,Respostas anônimas
Another transaction is blocking this one. Please try again in a few seconds.,Outra transação está bloqueando esta. Tente novamente em alguns segundos.
"Another {0} with name {1} exists, select another name","Existe outro {0} com o nome {1}, selecione outro nome"
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,Qualquer linguagem de impressora baseada em string pode ser usada. Escrever comandos brutos requer conhecimento da linguagem nativa da impressora fornecida pelo fabricante da impressora. Consulte o manual do desenvolvedor fornecido pelo fabricante da impressora sobre como escrever seus comandos nativos. Esses comandos são renderizados no lado do servidor usando a Jinja Templating Language.
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Além do Gerenciador do sistema, as funções com direito Definir permissões do usuário podem definir permissões para outros usuários para esse tipo de documento."
App ID,ID do aplicativo
App Logo,Logotipo do aplicativo
App Name,Nome do aplicativo
App Name (Client Name),Nome do aplicativo (nome do cliente)
App not found for module: {0},Aplicativo não encontrado para o módulo: {0}
App {0} is not installed,O aplicativo {0} não está instalado
Append Emails to Sent Folder,Anexar Emails à pasta enviada
Append To can be one of {0},Anexar a pode ser um de {0}
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.","Anexar como comunicação a este DocType (deve ter os campos: ""Remetente"" e ""Assunto""). Esses campos podem ser definidos na seção de configurações de Email do tipo de documento anexado."
Applicable Document Types,Tipos de documentos aplicáveis
Applicable For,Aplicável para
Application is not installed,O aplicativo não está instalado
Applies To (DocType),Aplica-se a (DocType)
Apply,Aplicar
Apply Assignment Rule,Aplicar regra de atribuição
Apply Filters,Aplicar filtros
Apply Module Export Filter,Aplicar filtro de exportação de módulo
Apply To,Aplicar para
Apply To All Document Types,Aplicar a todos os tipos de documentos
Apply User Permission On,Aplicar permissão do usuário ativado
Apply document permissions,Aplicar permissões de documento
Apply to all Documents Types,Aplicar a todos os tipos de documentos
Applying: {0},Candidatura: {0}
Approval Required,Aprovação necessária
Apps,Aplicativos
Ar,Ar
Archive,Arquivo
Archived,Arquivado
Archived Columns,Colunas Arquivadas
Are you sure you want to cancel the invitation?,Tem certeza de que deseja cancelar o convite?
Are you sure you want to clear the assignments?,Tem certeza de que deseja limpar as tarefas?
Are you sure you want to delete all {0} rows?,Tem certeza de que deseja excluir todas as {0} linhas?
Are you sure you want to delete the attachment?,Tem certeza de que deseja excluir o anexo?
Are you sure you want to delete the column? All the fields in the column will be moved to the previous column.,Tem certeza de que deseja excluir a coluna? Todos os campos da coluna serão movidos para a coluna anterior.
Are you sure you want to delete the section? All the columns along with fields in the section will be moved to the previous section.,Tem certeza de que deseja excluir a seção? Todas as colunas junto com os campos da seção serão movidas para a seção anterior.
Are you sure you want to delete the tab? All the sections along with fields in the tab will be moved to the previous tab.,Tem certeza de que deseja excluir a guia? Todas as seções junto com os campos da guia serão movidas para a guia anterior.
Are you sure you want to delete this record?,Tem certeza de que deseja excluir este registro?
Are you sure you want to discard the changes?,Tem certeza de que deseja descartar as alterações?
Are you sure you want to generate a new report?,Tem certeza de que deseja gerar um novo relatório?
Are you sure you want to log out?,Tem certeza de que deseja sair?
Are you sure you want to merge {0} with {1}?,Tem certeza de que deseja mesclar {0} com {1}?
Are you sure you want to proceed?,Tem certeza de que deseja prosseguir?
Are you sure you want to re-enable scheduler?,Tem certeza de que deseja reativar o agendador?
Are you sure you want to relink this communication to {0}?,Tem certeza de que deseja vincular novamente esta comunicação a {0}?
Are you sure you want to remove all failed jobs?,Tem certeza de que deseja remover todos os trabalhos com falha?
Are you sure you want to remove the {0} filter?,Tem certeza de que deseja remover o filtro {0}?
Are you sure you want to reset all customizations?,Tem certeza de que deseja redefinir todas as personalizações?
Are you sure you want to save this document?,Tem certeza de que deseja salvar este documento?
Are you sure you want to {0}?,Tem certeza de que deseja {0}?
Are you sure?,Tem certeza?
Arguments,Argumentos
Arial,Arial
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","Como prática recomendada, não atribua o mesmo conjunto de regras de permissão a funções diferentes. Em vez disso, defina várias funções para o mesmo usuário."
"As document sharing is disabled, please give them the required permissions before assigning.","Como o compartilhamento de documentos está desativado, conceda a eles as permissões necessárias antes de atribuir."
