 to your browser,para o seu navegador
Add new tab,Adicionar nova guia
Add page break,Adicionar quebra de página
Add script for Child Table,Adicionar script para tabela filho
Add section above,Adicionar seção acima
Add section below,Adicionar seção abaixo
Add tab,Adicionar guia
Add to Dashboard,Adicionar ao painel
Add to ToDo,Adicionar à tarefa
Add to table,Adicionar à tabela
Add to this activity by mailing to {0},Adicione a esta atividade enviando um e-mail para {0}
Add {0},Adicionar {0}
Add/Update Filter,Adicionar/atualizar filtro
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","Adicionado HTML na seção &lt;head&gt; seção da página da web, usada principalmente para verificação de sites e SEO"
Added default log doctypes: {},Foram adicionados documentos de registro padrão: {}
Additional Permissions,Permissões Adicionais
Address And Contacts,Endereço e contatos
Address Template,Modelo de endereço
Address Title,Título do endereço
Address Title is mandatory.,O título do endereço é obrigatório.
Address Type,Tipo de endereço
Address and other legal information you may want to put in the footer.,Endereço e outras informações legais que você pode querer colocar no rodapé.
Addresses,Endereços
Addresses And Contacts,Endereços e contatos
Adds a custom client script to a DocType,Adiciona um script de cliente personalizado a um DocType
Adds a custom field to a DocType,Adiciona um campo personalizado a um DocType
Administration,Administração
Administrator Logged In,Administrador conectado
Administrator accessed {0} on {1} via IP Address {2}.,O administrador acessou {0} em {1} através do endereço IP {2}.
Administrator can't follow,O administrador não consegue seguir
Advanced,Avançado
Advanced Control,Controle Avançado
Advanced Search,Pesquisa Avançada
After,Depois
After Cancel,Depois de cancelar
After Delete,Depois de excluir
After Discard,Depois de descartar
After Insert,Depois de inserir
After Rename,Depois de renomear
After Save,Depois de salvar
After Save (Submitted Document),Depois de salvar (documento enviado)
After Submission,Após o envio
After Submit,Depois de enviar
Aggregate Field is required to create a number card,O campo agregado é obrigatório para criar um cartão numérico
Aggregate Function Based On,Função agregada baseada em
Aggregate Function field is required to create a dashboard chart,O campo Função agregada é obrigatório para criar um gráfico de painel
Alert,Alerta
Align,Alinhar
Align Labels to the Right,Alinhar rubricas à direita
Align Right,Alinhar à direita
Align Value,Alinhar valor
All Images attached to Website Slideshow should be public,Todas as imagens anexadas à apresentação de slides do site devem ser públicas
All Records,Todos os registros
All Results,Todos os resultados
All Submissions,Todos os envios
All customizations will be removed. Please confirm.,Todas as personalizações serão removidas. Por favor confirme.
All fields are necessary to submit the comment.,Todos os campos são necessários para enviar o comentário.
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Todos os possíveis estados de fluxo de trabalho e funções do fluxo de trabalho. Opções de status de documento: 0 é ""Salvo"", 1 é ""Enviado"" e 2 é ""Cancelado"""
All-uppercase is almost as easy to guess as all-lowercase.,Todas as letras maiúsculas são quase tão fáceis de adivinhar quanto todas as letras minúsculas.
Allocated To,Alocado para
Allow API Indexing Access,Permitir acesso à indexação de API
Allow Auto Repeat,Permitir repetição automática
Allow Bulk Edit,Permitir edição em massa
Allow Bulk Editing,Permitir edição em massa
Allow Consecutive Login Attempts ,Permitir tentativas de login consecutivas
Allow Dropbox Access,Permitir acesso ao Dropbox
Allow Google Calendar Access,Permitir acesso ao Google Agenda
Allow Google Contacts Access,Permitir acesso aos Contatos do Google
Allow Google Drive Access,Permitir acesso ao Google Drive
Allow Guest,Permitir convidado
Allow Guest to View,Permitir que o convidado visualize
Allow Guest to comment,Permitir que o convidado comente
Allow Guests to Upload Files,Permitir que convidados façam upload de arquivos
Allow Import (via Data Import Tool),Permitir importação (por meio da ferramenta de importação de dados)
Allow Login After Fail,Permitir login após falha
Allow Login using Mobile Number,Permitir login usando número de celular
Allow Login using User Name,Permitir login usando nome de usuário
Allow Modules,Permitir Módulos
Allow Older Web View Links (Insecure),Permitir links de visualização da Web mais antigos (inseguros)
Allow Print for Cancelled,Permitir impressão para cancelamento
Allow Print for Draft,Permitir impressão para rascunho
Allow Read On All Link Options,Permitir leitura em todas as opções de link
Allow Rename,Permitir renomear
Allow Roles,Permitir funções
Allow Self Approval,Permitir autoaprovação
Allow Sending Usage Data for Improving Applications,Permitir o envio de dados de uso para melhorar aplicativos
Allow approval for creator of the document,Permitir aprovação do criador do documento
Allow comments,Permitir comentários
Allow delete,Permitir exclusão
Allow document creation via Email,Permitir criação de documentos via e-mail
Allow editing after submit,Permitir edição após envio
Allow editing even if the doctype has a workflow set up.||||||Does nothing if a workflow isn't set up.,Permitir edição mesmo que o tipo de documento tenha um fluxo de trabalho configurado.||||||Não faz nada se um fluxo de trabalho não estiver configurado.
Allow events in timeline,Permitir eventos na linha do tempo
Allow in Quick Entry,Permitir entrada rápida
Allow incomplete forms,Permitir formulários incompletos
Allow multiple responses,Permitir múltiplas respostas
Allow on Submit,Permitir ao enviar
Allow only one session per user,Permitir apenas uma sessão por usuário
Allow page break inside tables,Permitir quebra de página dentro de tabelas
Allow print,Permitir impressão
Allow saving if mandatory fields are not filled,Permitir salvar se os campos obrigatórios não forem preenchidos
Allow sending usage data for improving applications,Permitir o envio de dados de uso para melhoria de aplicativos
Allow user to login only after this hour (0-24),Permitir que o usuário faça login somente após este horário (0-24)
Allow user to login only before this hour (0-24),Permitir que o usuário faça login somente antes deste horário (0-24)
"Allow users to log in without a password, using a login link sent to their email","Permitir que os usuários façam login sem senha, usando um link de login enviado para seu e-mail"
Allowed File Extensions,Extensões de arquivo permitidas
Allowed In Mentions,Permitido em menções
Allowed Modules,Módulos permitidos
Allowed Roles,Funções permitidas
Allowed embedding domains,Domínios de incorporação permitidos
"Allowing DocType, DocType. Be careful!","Permitindo DocType, DocType. Tome cuidado!"
Already Registered,Já registrado
Already in the following Users ToDo list:{0},Já está na seguinte lista de tarefas pendentes dos usuários:{0}
Also adding the dependent currency field {0},Adicionando também o campo de moeda dependente {0}
Also adding the status dependency field {0},Adicionando também o campo de dependência de status {0}
Alternative Email ID,ID de e-mail alternativo
Always BCC Address,Sempre endereço CCO
"Always add ""Draft"" Heading for printing draft documents","Sempre adicione o título ""Rascunho"" para imprimir documentos de rascunho"
Always use this email address as sender address,Sempre use este endereço de e-mail como endereço do remetente
Always use this name as sender name,Sempre use este nome como nome do remetente
Amend,Alterar
Amend Counter,Alterar contador
Amended Document Naming Settings,Configurações alteradas de nomenclatura de documentos
Amended Documents,Documentos Alterados
Amending,Alterando
Amendment Naming Override,Substituição de nomenclatura de alteração
Amendment Not Allowed,Emenda não permitida
Amendment naming rules updated.,Regras de nomenclatura de alterações atualizadas.
An error occurred while setting Session Defaults,Ocorreu um erro ao definir os padrões de sessão
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Um arquivo de ícone com extensão .ico. Deve ter 16 x 16 pixels. Gerado usando um gerador de favicon. [favicon-generator.org]
An unexpected error occurred while authorizing {}.,Ocorreu um erro inesperado ao autorizar {}.
Ancestors Of,Ancestrais de
Announcement Widget,Widget de anúncio
Announcements,Anúncios
Anonymization Matrix,Matriz de Anonimização
Anonymous responses,Respostas anônimas
Another transaction is blocking this one. Please try again in a few seconds.,Outra transação está bloqueando esta. Tente novamente em alguns segundos.
"Another {0} with name {1} exists, select another name","Existe outro {0} com o nome {1}, selecione outro nome"
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,Qualquer linguagem de impressora baseada em string pode ser usada. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Consulte o manual do desenvolvedor fornecido pelo fabricante da impressora sobre como escrever seus comandos nativos. Esses comandos são renderizados no lado do servidor usando a Jinja Templating Language.
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Além do Gerenciador do sistema, as funções com direito Definir permissões do usuário podem definir permissões para outros usuários para esse tipo de documento."
App,Aplicativo
App Access Key,Chave de acesso ao aplicativo
App Access Key and/or Secret Key are not present.,A chave de acesso do aplicativo e/ou a chave secreta não estão presentes.
App Client ID,ID do cliente do aplicativo
App Client Secret,Segredo do cliente do aplicativo
App ID,ID do aplicativo
App Logo,Logotipo do aplicativo
App Name,Nome do aplicativo
App Secret Key,Chave secreta do aplicativo
App not found for module: {0},Aplicativo não encontrado para o módulo: {0}
App {0} is not installed,O aplicativo {0} não está instalado
Append Emails to Sent Folder,Anexar e-mails à pasta enviada
Append To,Anexar a
Append To can be one of {0},Anexar a pode ser um de {0}
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.","Anexar como comunicação a este DocType (deve ter os campos: ""Remetente"" e ""Assunto""). Esses campos podem ser definidos na seção de configurações de e-mail do tipo de documento anexado."
Applicable Document Types,Tipos de documentos aplicáveis
Application Logo,Logotipo do aplicativo
Application Name,Nome do aplicativo
Application Version,Versão do aplicativo
Applied On,Aplicado em
Apply Assignment Rule,Aplicar regra de atribuição
Apply Strict User Permissions,Aplicar permissões de usuário estritas
Apply To,Aplicar para
Apply To All Document Types,Aplicar a todos os tipos de documentos
Apply User Permission On,Aplicar permissão do usuário ativado
Apply document permissions,Aplicar permissões de documento
Apply this rule if the User is the Owner,Aplique esta regra se o usuário for o proprietário
Apply to all Documents Types,Aplicar a todos os tipos de documentos
Applying: {0},Candidatura: {0}
Approval Required,Aprovação necessária
Ar,Ar
Archived Columns,Colunas Arquivadas
Are you sure you want to clear the assignments?,Tem certeza de que deseja limpar as tarefas?
Are you sure you want to delete all rows?,Tem certeza de que deseja excluir todas as linhas?
Are you sure you want to delete the attachment?,Tem certeza de que deseja excluir o anexo?
Are you sure you want to delete the column? All the fields in the column will be moved to the previous column.,Tem certeza de que deseja excluir a coluna? Todos os campos da coluna serão movidos para a coluna anterior.
Are you sure you want to delete the section? All the columns along with fields in the section will be moved to the previous section.,Tem certeza de que deseja excluir a seção? Todas as colunas junto com os campos da seção serão movidas para a seção anterior.
Are you sure you want to delete the tab? All the sections along with fields in the tab will be moved to the previous tab.,Tem certeza de que deseja excluir a guia? Todas as seções junto com os campos da guia serão movidas para a guia anterior.
Are you sure you want to discard the changes?,Tem certeza de que deseja descartar as alterações?
Are you sure you want to generate a new report?,Tem certeza de que deseja gerar um novo relatório?
Are you sure you want to merge {0} with {1}?,Tem certeza de que deseja mesclar {0} com {1}?
Are you sure you want to re-enable scheduler?,Tem certeza de que deseja reativar o agendador?
Are you sure you want to relink this communication to {0}?,Tem certeza de que deseja vincular novamente esta comunicação a {0}?
Are you sure you want to remove all failed jobs?,Tem certeza de que deseja remover todos os trabalhos com falha?
Are you sure you want to remove the {0} filter?,Tem certeza de que deseja remover o filtro {0}?
Are you sure you want to reset all customizations?,Tem certeza de que deseja redefinir todas as personalizações?
Are you sure you want to save this document?,Tem certeza de que deseja salvar este documento?
Are you sure you want to send this newsletter now?,Tem certeza de que deseja enviar esta newsletter agora?
Are you sure?,Tem certeza?
Arguments,Argumentos
Arial,Arial
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","Como prática recomendada, não atribua o mesmo conjunto de regras de permissão a funções diferentes. Em vez disso, defina várias funções para o mesmo usuário."
"As document sharing is disabled, please give them the required permissions before assigning.","Como o compartilhamento de documentos está desativado, conceda a eles as permissões necessárias antes de atribuir."
"As per your request, your account and data on {0} associated with email {1} has been permanently deleted","De acordo com sua solicitação, sua conta e dados em {0} associados ao e-mail {1} ​​foram excluídos permanentemente"
Assign Condition,Atribuir condição
Assign To User Group,Atribuir ao grupo de usuários
Assign To Users,Atribuir aos usuários
Assign a user,Atribuir um usuário
"Assign one by one, in sequence","Atribua um por um, em sequência"
Assign to me,Atribuir para mim
Assign to the one who has the least assignments,Atribuir para quem tem menos atribuições
Assign to the user set in this field,Atribuir ao usuário definido neste campo
Assigned,Atribuído
Assigned By,Atribuído por
Assigned By Full Name,Atribuído por nome completo
Assigned To/Owner,Atribuído ao/Proprietário
Assignment Completed,Tarefa concluída
Assignment Days,Dias de Atribuição
Assignment Rule,Regra de Atribuição
Assignment Rule Day,Dia da regra de atribuição
Assignment Rule User,Usuário de regra de atribuição
Assignment Rule is not allowed on document type {0},A regra de atribuição não é permitida no tipo de documento {0}
Assignment Rules,Regras de Atribuição
Assignment Update on {0},Atualização da tarefa em {0}
Assignment for {0} {1},Tarefa para {0} {1}
Assignment of {0} removed by {1},Atribuição de {0} removida por {1}
Assignments,Tarefas
At least one column is required to show in the grid.,É necessário que pelo menos uma coluna seja exibida na grade.
At least one field is required in Web Form Fields Table,Pelo menos um campo é obrigatório na tabela de campos do formulário da Web
At least one field of Parent Document Type is mandatory,Pelo menos um campo do tipo de documento pai é obrigatório
Attach,Anexar
Attach Document Print,Anexar impressão de documento
